"Period","Indikator","value"
"2011M10","Annan partihandel (SNI 46.7)",100.2
"2011M11","Annan partihandel (SNI 46.7)",93.4
"2011M12","Annan partihandel (SNI 46.7)",97.7
"2012M01","Annan partihandel (SNI 46.7)",100.2
"2012M02","Annan partihandel (SNI 46.7)",99.9
"2012M03","Annan partihandel (SNI 46.7)",99.2
"2012M04","Annan partihandel (SNI 46.7)",97.6
"2012M05","Annan partihandel (SNI 46.7)",96.9
"2012M06","Annan partihandel (SNI 46.7)",90
"2012M07","Annan partihandel (SNI 46.7)",89.1
"2012M08","Annan partihandel (SNI 46.7)",87.8
"2012M09","Annan partihandel (SNI 46.7)",88.4
"2012M10","Annan partihandel (SNI 46.7)",79.9
"2012M11","Annan partihandel (SNI 46.7)",84.6
"2012M12","Annan partihandel (SNI 46.7)",87.5
"2013M01","Annan partihandel (SNI 46.7)",76.8
"2013M02","Annan partihandel (SNI 46.7)",85.5
"2013M03","Annan partihandel (SNI 46.7)",83.2
"2013M04","Annan partihandel (SNI 46.7)",85.7
"2013M05","Annan partihandel (SNI 46.7)",88
"2013M06","Annan partihandel (SNI 46.7)",95.5
"2013M07","Annan partihandel (SNI 46.7)",97.3
"2013M08","Annan partihandel (SNI 46.7)",99.5
"2013M09","Annan partihandel (SNI 46.7)",105.5
"2013M10","Annan partihandel (SNI 46.7)",108.8
"2013M11","Annan partihandel (SNI 46.7)",108.3
"2013M12","Annan partihandel (SNI 46.7)",108.1
"2014M01","Annan partihandel (SNI 46.7)",107
"2014M02","Annan partihandel (SNI 46.7)",106.6
"2014M03","Annan partihandel (SNI 46.7)",107.4
"2014M04","Annan partihandel (SNI 46.7)",108.5
"2014M05","Annan partihandel (SNI 46.7)",109.2
"2014M06","Annan partihandel (SNI 46.7)",109.2
"2014M07","Annan partihandel (SNI 46.7)",108.2
"2014M08","Annan partihandel (SNI 46.7)",107.1
"2014M09","Annan partihandel (SNI 46.7)",108.1
"2014M10","Annan partihandel (SNI 46.7)",107
"2014M11","Annan partihandel (SNI 46.7)",106.1
"2014M12","Annan partihandel (SNI 46.7)",106.3
"2015M01","Annan partihandel (SNI 46.7)",108.3
"2015M02","Annan partihandel (SNI 46.7)",107.7
"2015M03","Annan partihandel (SNI 46.7)",106.6
"2015M04","Annan partihandel (SNI 46.7)",105.7
"2015M05","Annan partihandel (SNI 46.7)",105.6
"2015M06","Annan partihandel (SNI 46.7)",104.6
"2015M07","Annan partihandel (SNI 46.7)",106.7
"2015M08","Annan partihandel (SNI 46.7)",106.1
"2015M09","Annan partihandel (SNI 46.7)",106.9
"2015M10","Annan partihandel (SNI 46.7)",106.5
"2015M11","Annan partihandel (SNI 46.7)",107
"2015M12","Annan partihandel (SNI 46.7)",109.6
"2016M01","Annan partihandel (SNI 46.7)",108.5
"2016M02","Annan partihandel (SNI 46.7)",106.7
"2016M03","Annan partihandel (SNI 46.7)",107.9
"2016M04","Annan partihandel (SNI 46.7)",108.6
"2016M05","Annan partihandel (SNI 46.7)",106.8
"2016M06","Annan partihandel (SNI 46.7)",109.6
"2016M07","Annan partihandel (SNI 46.7)",107
"2016M08","Annan partihandel (SNI 46.7)",107.6
"2016M09","Annan partihandel (SNI 46.7)",105.4
"2016M10","Annan partihandel (SNI 46.7)",104.3
"2016M11","Annan partihandel (SNI 46.7)",105.2
"2016M12","Annan partihandel (SNI 46.7)",103.5
"2017M01","Annan partihandel (SNI 46.7)",104.4
"2017M02","Annan partihandel (SNI 46.7)",105.3
"2017M03","Annan partihandel (SNI 46.7)",109.1
"2017M04","Annan partihandel (SNI 46.7)",108.3
"2017M05","Annan partihandel (SNI 46.7)",108
"2017M06","Annan partihandel (SNI 46.7)",104.5
"2017M07","Annan partihandel (SNI 46.7)",106.2
"2017M08","Annan partihandel (SNI 46.7)",105.8
"2017M09","Annan partihandel (SNI 46.7)",108.3
"2017M10","Annan partihandel (SNI 46.7)",109.3
"2017M11","Annan partihandel (SNI 46.7)",106.7
"2017M12","Annan partihandel (SNI 46.7)",106.7
"2018M01","Annan partihandel (SNI 46.7)",106.7
"2018M02","Annan partihandel (SNI 46.7)",107.6
"2018M03","Annan partihandel (SNI 46.7)",104.1
"2018M04","Annan partihandel (SNI 46.7)",101.3
"2018M05","Annan partihandel (SNI 46.7)",102.8
"2018M06","Annan partihandel (SNI 46.7)",102.8
"2018M07","Annan partihandel (SNI 46.7)",102.9
"2018M08","Annan partihandel (SNI 46.7)",100.8
"2018M09","Annan partihandel (SNI 46.7)",104.6
"2018M10","Annan partihandel (SNI 46.7)",106.2
"2018M11","Annan partihandel (SNI 46.7)",101.9
"2018M12","Annan partihandel (SNI 46.7)",102.1
"2019M01","Annan partihandel (SNI 46.7)",100.3
"2019M02","Annan partihandel (SNI 46.7)",98.4
"2019M03","Annan partihandel (SNI 46.7)",100.6
"2019M04","Annan partihandel (SNI 46.7)",100.3
"2019M05","Annan partihandel (SNI 46.7)",102.2
"2019M06","Annan partihandel (SNI 46.7)",102.2
"2019M07","Annan partihandel (SNI 46.7)",100.6
"2019M08","Annan partihandel (SNI 46.7)",100.1
"2019M09","Annan partihandel (SNI 46.7)",94.5
"2019M10","Annan partihandel (SNI 46.7)",96.6
"2019M11","Annan partihandel (SNI 46.7)",96
"2019M12","Annan partihandel (SNI 46.7)",95.6
"2020M01","Annan partihandel (SNI 46.7)",96.2
"2020M02","Annan partihandel (SNI 46.7)",98.1
"2020M03","Annan partihandel (SNI 46.7)",99.8
"2020M04","Annan partihandel (SNI 46.7)",83.9
"2020M05","Annan partihandel (SNI 46.7)",87
"2020M06","Annan partihandel (SNI 46.7)",90.9
"2020M07","Annan partihandel (SNI 46.7)",94.3
"2020M08","Annan partihandel (SNI 46.7)",93.7
"2020M09","Annan partihandel (SNI 46.7)",98.1
"2020M10","Annan partihandel (SNI 46.7)",101.3
"2020M11","Annan partihandel (SNI 46.7)",104.6
"2020M12","Annan partihandel (SNI 46.7)",107.7
"2021M01","Annan partihandel (SNI 46.7)",108.8
"2021M02","Annan partihandel (SNI 46.7)",108.4
"2021M03","Annan partihandel (SNI 46.7)",106.8
"2021M04","Annan partihandel (SNI 46.7)",114.5
"2021M05","Annan partihandel (SNI 46.7)",118.8
"2021M06","Annan partihandel (SNI 46.7)",120.6
"2021M07","Annan partihandel (SNI 46.7)",118.7
"2021M08","Annan partihandel (SNI 46.7)",117.8
"2021M09","Annan partihandel (SNI 46.7)",110.9
"2021M10","Annan partihandel (SNI 46.7)",112.9
"2021M11","Annan partihandel (SNI 46.7)",111
"2021M12","Annan partihandel (SNI 46.7)",111.1
"2022M01","Annan partihandel (SNI 46.7)",109.3
"2022M02","Annan partihandel (SNI 46.7)",111.9
"2022M03","Annan partihandel (SNI 46.7)",109.8
"2022M04","Annan partihandel (SNI 46.7)",107.5
"2022M05","Annan partihandel (SNI 46.7)",105.2
"2022M06","Annan partihandel (SNI 46.7)",98.2
"2022M07","Annan partihandel (SNI 46.7)",94.6
"2022M08","Annan partihandel (SNI 46.7)",92.4
"2022M09","Annan partihandel (SNI 46.7)",92.8
"2022M10","Annan partihandel (SNI 46.7)",91.6
"2022M11","Annan partihandel (SNI 46.7)",89.7
"2022M12","Annan partihandel (SNI 46.7)",88
"2023M01","Annan partihandel (SNI 46.7)",84.2
"2023M02","Annan partihandel (SNI 46.7)",81.8
"2023M03","Annan partihandel (SNI 46.7)",82.6
"2023M04","Annan partihandel (SNI 46.7)",78
"2023M05","Annan partihandel (SNI 46.7)",73
"2023M06","Annan partihandel (SNI 46.7)",78.2
"2023M07","Annan partihandel (SNI 46.7)",80.9
"2023M08","Annan partihandel (SNI 46.7)",84.4
"2023M09","Annan partihandel (SNI 46.7)",79.4
"2023M10","Annan partihandel (SNI 46.7)",78.5
"2023M11","Annan partihandel (SNI 46.7)",84.5
"2023M12","Annan partihandel (SNI 46.7)",82.3
"2024M01","Annan partihandel (SNI 46.7)",77.8
"2024M02","Annan partihandel (SNI 46.7)",82.6
"2024M03","Annan partihandel (SNI 46.7)",79.8
"2024M04","Annan partihandel (SNI 46.7)",84.7
"2024M05","Annan partihandel (SNI 46.7)",89.6
"2024M06","Annan partihandel (SNI 46.7)",88.3
"2024M07","Annan partihandel (SNI 46.7)",86
"2024M08","Annan partihandel (SNI 46.7)",86.7
"2024M09","Annan partihandel (SNI 46.7)",90.2
"2024M10","Annan partihandel (SNI 46.7)",89.5
"2024M11","Annan partihandel (SNI 46.7)",86.1
"2024M12","Annan partihandel (SNI 46.7)",89.9
"2025M01","Annan partihandel (SNI 46.7)",95.3
"2025M02","Annan partihandel (SNI 46.7)",93.4
"2025M03","Annan partihandel (SNI 46.7)",96.6
"1996M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1996M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1996M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1996M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1996M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1996M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1996M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1996M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1996M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1996M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1996M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1996M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1997M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1997M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1997M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1997M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1997M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1997M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1997M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1997M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1997M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1997M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1997M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1997M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1998M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1998M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1998M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1998M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1998M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1998M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1998M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1998M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1998M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1998M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1998M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1998M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1999M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1999M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1999M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1999M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1999M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1999M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1999M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1999M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1999M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1999M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1999M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"1999M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"2000M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",NA
"2000M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",109.6
"2000M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",111
"2000M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",112.9
"2000M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",110.1
"2000M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",111.2
"2000M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",109.8
"2000M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",108.7
"2000M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",107.2
"2000M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",105.7
"2000M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",98
"2000M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",92
"2001M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",92.3
"2001M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",89.8
"2001M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",91.6
"2001M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",86.7
"2001M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",87.5
"2001M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",87
"2001M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",89.5
"2001M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",88.1
"2001M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",85.9
"2001M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",90.9
"2001M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",92
"2001M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",99
"2002M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",101.9
"2002M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",99.6
"2002M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",99
"2002M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",104.7
"2002M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",106
"2002M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",106.4
"2002M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",106.2
"2002M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",104.8
"2002M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",102.4
"2002M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",100.6
"2002M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",104.5
"2002M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",106.4
"2003M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",101.3
"2003M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",98.7
"2003M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",93.8
"2003M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",95.2
"2003M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",90.6
"2003M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",89.7
"2003M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",89.6
"2003M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",91.2
"2003M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",98.4
"2003M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",95.3
"2003M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",100.4
"2003M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",94.9
"2004M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",94.6
"2004M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",99.3
"2004M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",98.6
"2004M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",98.6
"2004M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",105.1
"2004M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",101.4
"2004M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",97.7
"2004M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",101.2
"2004M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",102.9
"2004M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",100.6
"2004M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",98.8
"2004M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",98.2
"2005M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",96.8
"2005M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",100.1
"2005M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",98.3
"2005M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",96.6
"2005M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",97.2
"2005M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",99.8
"2005M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",98.9
"2005M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",101.6
"2005M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",103.3
"2005M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",102.8
"2005M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",102.6
"2005M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",107
"2006M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",112.2
"2006M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",113.5
"2006M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",113.4
"2006M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",114.2
"2006M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",112.9
"2006M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",114.6
"2006M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",118.2
"2006M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",103.4
"2006M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",110.6
"2006M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",112.5
"2006M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",115
"2006M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",117.5
"2007M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",112.8
"2007M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",109.3
"2007M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",115.8
"2007M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",116.7
"2007M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",112.2
"2007M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",106.2
"2007M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",108.3
"2007M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",111.7
"2007M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",109.4
"2007M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",107.3
"2007M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",108.6
"2007M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",103.2
"2008M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",104.6
"2008M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",101.4
"2008M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",100.8
"2008M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",100.1
"2008M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",96.8
"2008M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",100.3
"2008M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",96.8
"2008M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",89
"2008M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",90.1
"2008M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",89.2
"2008M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",67.6
"2008M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",71.4
"2009M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",77.6
"2009M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",81.9
"2009M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",77
"2009M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",78.6
"2009M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",89.2
"2009M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",93.8
"2009M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",92.4
"2009M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",107.3
"2009M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",108
"2009M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",108.4
"2009M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",113
"2009M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",113.5
"2010M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",123.7
"2010M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",116.8
"2010M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",111
"2010M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",116.1
"2010M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",111.7
"2010M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",110.4
"2010M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",108.6
"2010M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",101.1
"2010M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",109.2
"2010M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",112.6
"2010M11","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",113.4
"2010M12","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",109.9
"2011M01","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",104.1
"2011M02","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",104
"2011M03","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",102.3
"2011M04","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",101.3
"2011M05","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",99.1
"2011M06","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",95.2
"2011M07","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",93.6
"2011M08","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",91.6
"2011M09","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",82.6
"2011M10","Specialiserad butikshandel (SNI 47.19 + 47.3-9)",79.7
