"Period","Indikator","value"
"2002M02","Partihandel med övriga maskiner (SNI 46.6)",NA
"2002M03","Partihandel med övriga maskiner (SNI 46.6)",NA
"2002M04","Partihandel med övriga maskiner (SNI 46.6)",NA
"2002M05","Partihandel med övriga maskiner (SNI 46.6)",NA
"2002M06","Partihandel med övriga maskiner (SNI 46.6)",NA
"2002M07","Partihandel med övriga maskiner (SNI 46.6)",NA
"2002M08","Partihandel med övriga maskiner (SNI 46.6)",NA
"2002M09","Partihandel med övriga maskiner (SNI 46.6)",NA
"2002M10","Partihandel med övriga maskiner (SNI 46.6)",NA
"2002M11","Partihandel med övriga maskiner (SNI 46.6)",NA
"2002M12","Partihandel med övriga maskiner (SNI 46.6)",NA
"2003M01","Partihandel med övriga maskiner (SNI 46.6)",NA
"2003M02","Partihandel med övriga maskiner (SNI 46.6)",NA
"2003M03","Partihandel med övriga maskiner (SNI 46.6)",NA
"2003M04","Partihandel med övriga maskiner (SNI 46.6)",NA
"2003M05","Partihandel med övriga maskiner (SNI 46.6)",NA
"2003M06","Partihandel med övriga maskiner (SNI 46.6)",NA
"2003M07","Partihandel med övriga maskiner (SNI 46.6)",NA
"2003M08","Partihandel med övriga maskiner (SNI 46.6)",NA
"2003M09","Partihandel med övriga maskiner (SNI 46.6)",NA
"2003M10","Partihandel med övriga maskiner (SNI 46.6)",NA
"2003M11","Partihandel med övriga maskiner (SNI 46.6)",NA
"2003M12","Partihandel med övriga maskiner (SNI 46.6)",NA
"2004M01","Partihandel med övriga maskiner (SNI 46.6)",NA
"2004M02","Partihandel med övriga maskiner (SNI 46.6)",NA
"2004M03","Partihandel med övriga maskiner (SNI 46.6)",NA
"2004M04","Partihandel med övriga maskiner (SNI 46.6)",NA
"2004M05","Partihandel med övriga maskiner (SNI 46.6)",NA
"2004M06","Partihandel med övriga maskiner (SNI 46.6)",NA
"2004M07","Partihandel med övriga maskiner (SNI 46.6)",NA
"2004M08","Partihandel med övriga maskiner (SNI 46.6)",NA
"2004M09","Partihandel med övriga maskiner (SNI 46.6)",NA
"2004M10","Partihandel med övriga maskiner (SNI 46.6)",NA
"2004M11","Partihandel med övriga maskiner (SNI 46.6)",NA
"2004M12","Partihandel med övriga maskiner (SNI 46.6)",NA
"2005M01","Partihandel med övriga maskiner (SNI 46.6)",NA
"2005M02","Partihandel med övriga maskiner (SNI 46.6)",NA
"2005M03","Partihandel med övriga maskiner (SNI 46.6)",NA
"2005M04","Partihandel med övriga maskiner (SNI 46.6)",NA
"2005M05","Partihandel med övriga maskiner (SNI 46.6)",NA
"2005M06","Partihandel med övriga maskiner (SNI 46.6)",NA
"2005M07","Partihandel med övriga maskiner (SNI 46.6)",NA
"2005M08","Partihandel med övriga maskiner (SNI 46.6)",NA
"2005M09","Partihandel med övriga maskiner (SNI 46.6)",NA
"2005M10","Partihandel med övriga maskiner (SNI 46.6)",NA
"2005M11","Partihandel med övriga maskiner (SNI 46.6)",NA
"2005M12","Partihandel med övriga maskiner (SNI 46.6)",NA
"2006M01","Partihandel med övriga maskiner (SNI 46.6)",NA
"2006M02","Partihandel med övriga maskiner (SNI 46.6)",NA
"2006M03","Partihandel med övriga maskiner (SNI 46.6)",NA
"2006M04","Partihandel med övriga maskiner (SNI 46.6)",NA
"2006M05","Partihandel med övriga maskiner (SNI 46.6)",NA
"2006M06","Partihandel med övriga maskiner (SNI 46.6)",NA
"2006M07","Partihandel med övriga maskiner (SNI 46.6)",NA
"2006M08","Partihandel med övriga maskiner (SNI 46.6)",NA
"2006M09","Partihandel med övriga maskiner (SNI 46.6)",NA
"2006M10","Partihandel med övriga maskiner (SNI 46.6)",NA
"2006M11","Partihandel med övriga maskiner (SNI 46.6)",NA
"2006M12","Partihandel med övriga maskiner (SNI 46.6)",NA
"2007M01","Partihandel med övriga maskiner (SNI 46.6)",NA
"2007M02","Partihandel med övriga maskiner (SNI 46.6)",NA
"2007M03","Partihandel med övriga maskiner (SNI 46.6)",NA
"2007M04","Partihandel med övriga maskiner (SNI 46.6)",NA
"2007M05","Partihandel med övriga maskiner (SNI 46.6)",NA
"2007M06","Partihandel med övriga maskiner (SNI 46.6)",NA
"2007M07","Partihandel med övriga maskiner (SNI 46.6)",NA
"2007M08","Partihandel med övriga maskiner (SNI 46.6)",NA
"2007M09","Partihandel med övriga maskiner (SNI 46.6)",NA
"2007M10","Partihandel med övriga maskiner (SNI 46.6)",NA
"2007M11","Partihandel med övriga maskiner (SNI 46.6)",NA
"2007M12","Partihandel med övriga maskiner (SNI 46.6)",NA
"2008M01","Partihandel med övriga maskiner (SNI 46.6)",NA
"2008M02","Partihandel med övriga maskiner (SNI 46.6)",NA
"2008M03","Partihandel med övriga maskiner (SNI 46.6)",NA
"2008M04","Partihandel med övriga maskiner (SNI 46.6)",NA
"2008M05","Partihandel med övriga maskiner (SNI 46.6)",NA
"2008M06","Partihandel med övriga maskiner (SNI 46.6)",NA
"2008M07","Partihandel med övriga maskiner (SNI 46.6)",NA
"2008M08","Partihandel med övriga maskiner (SNI 46.6)",NA
"2008M09","Partihandel med övriga maskiner (SNI 46.6)",NA
"2008M10","Partihandel med övriga maskiner (SNI 46.6)",NA
"2008M11","Partihandel med övriga maskiner (SNI 46.6)",NA
"2008M12","Partihandel med övriga maskiner (SNI 46.6)",NA
"2009M01","Partihandel med övriga maskiner (SNI 46.6)",NA
"2009M02","Partihandel med övriga maskiner (SNI 46.6)",NA
"2009M03","Partihandel med övriga maskiner (SNI 46.6)",NA
"2009M04","Partihandel med övriga maskiner (SNI 46.6)",NA
"2009M05","Partihandel med övriga maskiner (SNI 46.6)",NA
"2009M06","Partihandel med övriga maskiner (SNI 46.6)",NA
"2009M07","Partihandel med övriga maskiner (SNI 46.6)",NA
"2009M08","Partihandel med övriga maskiner (SNI 46.6)",NA
"2009M09","Partihandel med övriga maskiner (SNI 46.6)",NA
"2009M10","Partihandel med övriga maskiner (SNI 46.6)",NA
"2009M11","Partihandel med övriga maskiner (SNI 46.6)",NA
"2009M12","Partihandel med övriga maskiner (SNI 46.6)",NA
"2010M01","Partihandel med övriga maskiner (SNI 46.6)",NA
"2010M02","Partihandel med övriga maskiner (SNI 46.6)",NA
"2010M03","Partihandel med övriga maskiner (SNI 46.6)",NA
"2010M04","Partihandel med övriga maskiner (SNI 46.6)",NA
"2010M05","Partihandel med övriga maskiner (SNI 46.6)",105.5
"2010M06","Partihandel med övriga maskiner (SNI 46.6)",99.9
"2010M07","Partihandel med övriga maskiner (SNI 46.6)",105.7
"2010M08","Partihandel med övriga maskiner (SNI 46.6)",110.8
"2010M09","Partihandel med övriga maskiner (SNI 46.6)",111.5
"2010M10","Partihandel med övriga maskiner (SNI 46.6)",120.6
"2010M11","Partihandel med övriga maskiner (SNI 46.6)",114.5
"2010M12","Partihandel med övriga maskiner (SNI 46.6)",113
"2011M01","Partihandel med övriga maskiner (SNI 46.6)",114.6
"2011M02","Partihandel med övriga maskiner (SNI 46.6)",109.3
"2011M03","Partihandel med övriga maskiner (SNI 46.6)",110.2
"2011M04","Partihandel med övriga maskiner (SNI 46.6)",113.8
"2011M05","Partihandel med övriga maskiner (SNI 46.6)",108.9
"2011M06","Partihandel med övriga maskiner (SNI 46.6)",111.1
"2011M07","Partihandel med övriga maskiner (SNI 46.6)",115.8
"2011M08","Partihandel med övriga maskiner (SNI 46.6)",95.8
"2011M09","Partihandel med övriga maskiner (SNI 46.6)",105.1
"2011M10","Partihandel med övriga maskiner (SNI 46.6)",90.2
"2011M11","Partihandel med övriga maskiner (SNI 46.6)",99.4
"2011M12","Partihandel med övriga maskiner (SNI 46.6)",86.5
"2012M01","Partihandel med övriga maskiner (SNI 46.6)",86.5
"2012M02","Partihandel med övriga maskiner (SNI 46.6)",83.9
"2012M03","Partihandel med övriga maskiner (SNI 46.6)",90.1
"2012M04","Partihandel med övriga maskiner (SNI 46.6)",95.8
"2012M05","Partihandel med övriga maskiner (SNI 46.6)",86.5
"2012M06","Partihandel med övriga maskiner (SNI 46.6)",85.1
"2012M07","Partihandel med övriga maskiner (SNI 46.6)",90.6
"2012M08","Partihandel med övriga maskiner (SNI 46.6)",81.8
"2012M09","Partihandel med övriga maskiner (SNI 46.6)",83.2
"2012M10","Partihandel med övriga maskiner (SNI 46.6)",86.3
"2012M11","Partihandel med övriga maskiner (SNI 46.6)",83.6
"2012M12","Partihandel med övriga maskiner (SNI 46.6)",88.5
"2013M01","Partihandel med övriga maskiner (SNI 46.6)",89
"2013M02","Partihandel med övriga maskiner (SNI 46.6)",91.1
"2013M03","Partihandel med övriga maskiner (SNI 46.6)",87.4
"2013M04","Partihandel med övriga maskiner (SNI 46.6)",78.1
"2013M05","Partihandel med övriga maskiner (SNI 46.6)",87.7
"2013M06","Partihandel med övriga maskiner (SNI 46.6)",94.4
"2013M07","Partihandel med övriga maskiner (SNI 46.6)",89.3
"2013M08","Partihandel med övriga maskiner (SNI 46.6)",101.9
"2013M09","Partihandel med övriga maskiner (SNI 46.6)",102.7
"2013M10","Partihandel med övriga maskiner (SNI 46.6)",101.6
"2013M11","Partihandel med övriga maskiner (SNI 46.6)",103.5
"2013M12","Partihandel med övriga maskiner (SNI 46.6)",102.9
"2014M01","Partihandel med övriga maskiner (SNI 46.6)",102.6
"2014M02","Partihandel med övriga maskiner (SNI 46.6)",94.8
"2014M03","Partihandel med övriga maskiner (SNI 46.6)",103.2
"2014M04","Partihandel med övriga maskiner (SNI 46.6)",99.1
"2014M05","Partihandel med övriga maskiner (SNI 46.6)",98.6
"2014M06","Partihandel med övriga maskiner (SNI 46.6)",96.7
"2014M07","Partihandel med övriga maskiner (SNI 46.6)",99.4
"2014M08","Partihandel med övriga maskiner (SNI 46.6)",94.1
"2014M09","Partihandel med övriga maskiner (SNI 46.6)",93.7
"2014M10","Partihandel med övriga maskiner (SNI 46.6)",101.4
"2014M11","Partihandel med övriga maskiner (SNI 46.6)",98.1
"2014M12","Partihandel med övriga maskiner (SNI 46.6)",100.1
"2015M01","Partihandel med övriga maskiner (SNI 46.6)",98.6
"2015M02","Partihandel med övriga maskiner (SNI 46.6)",102.9
"2015M03","Partihandel med övriga maskiner (SNI 46.6)",100.3
"2015M04","Partihandel med övriga maskiner (SNI 46.6)",107.2
"2015M05","Partihandel med övriga maskiner (SNI 46.6)",106
"2015M06","Partihandel med övriga maskiner (SNI 46.6)",105.5
"2015M07","Partihandel med övriga maskiner (SNI 46.6)",104.7
"2015M08","Partihandel med övriga maskiner (SNI 46.6)",108.9
"2015M09","Partihandel med övriga maskiner (SNI 46.6)",109.6
"2015M10","Partihandel med övriga maskiner (SNI 46.6)",107.5
"2015M11","Partihandel med övriga maskiner (SNI 46.6)",105.9
"2015M12","Partihandel med övriga maskiner (SNI 46.6)",110.5
"2016M01","Partihandel med övriga maskiner (SNI 46.6)",110.1
"2016M02","Partihandel med övriga maskiner (SNI 46.6)",109.8
"2016M03","Partihandel med övriga maskiner (SNI 46.6)",108.5
"2016M04","Partihandel med övriga maskiner (SNI 46.6)",104.4
"2016M05","Partihandel med övriga maskiner (SNI 46.6)",110.5
"2016M06","Partihandel med övriga maskiner (SNI 46.6)",105.8
"2016M07","Partihandel med övriga maskiner (SNI 46.6)",104.2
"2016M08","Partihandel med övriga maskiner (SNI 46.6)",104.8
"2016M09","Partihandel med övriga maskiner (SNI 46.6)",103.1
"2016M10","Partihandel med övriga maskiner (SNI 46.6)",101.1
"2016M11","Partihandel med övriga maskiner (SNI 46.6)",104.6
"2016M12","Partihandel med övriga maskiner (SNI 46.6)",106.4
"2017M01","Partihandel med övriga maskiner (SNI 46.6)",108.8
"2017M02","Partihandel med övriga maskiner (SNI 46.6)",105.6
"2017M03","Partihandel med övriga maskiner (SNI 46.6)",109.1
"2017M04","Partihandel med övriga maskiner (SNI 46.6)",106.9
"2017M05","Partihandel med övriga maskiner (SNI 46.6)",112
"2017M06","Partihandel med övriga maskiner (SNI 46.6)",111.7
"2017M07","Partihandel med övriga maskiner (SNI 46.6)",113
"2017M08","Partihandel med övriga maskiner (SNI 46.6)",106.5
"2017M09","Partihandel med övriga maskiner (SNI 46.6)",109.8
"2017M10","Partihandel med övriga maskiner (SNI 46.6)",112.3
"2017M11","Partihandel med övriga maskiner (SNI 46.6)",115.7
"2017M12","Partihandel med övriga maskiner (SNI 46.6)",102.2
"2018M01","Partihandel med övriga maskiner (SNI 46.6)",107.1
"2018M02","Partihandel med övriga maskiner (SNI 46.6)",118.6
"2018M03","Partihandel med övriga maskiner (SNI 46.6)",106.6
"2018M04","Partihandel med övriga maskiner (SNI 46.6)",106.1
"2018M05","Partihandel med övriga maskiner (SNI 46.6)",104.5
"2018M06","Partihandel med övriga maskiner (SNI 46.6)",106
"2018M07","Partihandel med övriga maskiner (SNI 46.6)",105.7
"2018M08","Partihandel med övriga maskiner (SNI 46.6)",102.1
"2018M09","Partihandel med övriga maskiner (SNI 46.6)",103.5
"2018M10","Partihandel med övriga maskiner (SNI 46.6)",99.8
"2018M11","Partihandel med övriga maskiner (SNI 46.6)",103.6
"2018M12","Partihandel med övriga maskiner (SNI 46.6)",101.6
"2019M01","Partihandel med övriga maskiner (SNI 46.6)",104
"2019M02","Partihandel med övriga maskiner (SNI 46.6)",96.4
"2019M03","Partihandel med övriga maskiner (SNI 46.6)",99.1
"2019M04","Partihandel med övriga maskiner (SNI 46.6)",102.4
"2019M05","Partihandel med övriga maskiner (SNI 46.6)",98.1
"2019M06","Partihandel med övriga maskiner (SNI 46.6)",95.2
"2019M07","Partihandel med övriga maskiner (SNI 46.6)",96.5
"2019M08","Partihandel med övriga maskiner (SNI 46.6)",97.5
"2019M09","Partihandel med övriga maskiner (SNI 46.6)",92.7
"2019M10","Partihandel med övriga maskiner (SNI 46.6)",95.4
"2019M11","Partihandel med övriga maskiner (SNI 46.6)",96.3
"2019M12","Partihandel med övriga maskiner (SNI 46.6)",97.3
"2020M01","Partihandel med övriga maskiner (SNI 46.6)",101
"2020M02","Partihandel med övriga maskiner (SNI 46.6)",98.3
"2020M03","Partihandel med övriga maskiner (SNI 46.6)",95.8
"2020M04","Partihandel med övriga maskiner (SNI 46.6)",80.6
"2020M05","Partihandel med övriga maskiner (SNI 46.6)",73.9
"2020M06","Partihandel med övriga maskiner (SNI 46.6)",75.5
"2020M07","Partihandel med övriga maskiner (SNI 46.6)",83.7
"2020M08","Partihandel med övriga maskiner (SNI 46.6)",86.8
"2020M09","Partihandel med övriga maskiner (SNI 46.6)",89.7
"2020M10","Partihandel med övriga maskiner (SNI 46.6)",94.3
"2020M11","Partihandel med övriga maskiner (SNI 46.6)",95.1
"2020M12","Partihandel med övriga maskiner (SNI 46.6)",93.4
"2021M01","Partihandel med övriga maskiner (SNI 46.6)",93.3
"2021M02","Partihandel med övriga maskiner (SNI 46.6)",99.1
"2021M03","Partihandel med övriga maskiner (SNI 46.6)",102.5
"2021M04","Partihandel med övriga maskiner (SNI 46.6)",108.1
"2021M05","Partihandel med övriga maskiner (SNI 46.6)",115.3
"2021M06","Partihandel med övriga maskiner (SNI 46.6)",116
"2021M07","Partihandel med övriga maskiner (SNI 46.6)",117.2
"2021M08","Partihandel med övriga maskiner (SNI 46.6)",116.1
"2021M09","Partihandel med övriga maskiner (SNI 46.6)",119.8
"2021M10","Partihandel med övriga maskiner (SNI 46.6)",118.2
"2021M11","Partihandel med övriga maskiner (SNI 46.6)",121.6
"2021M12","Partihandel med övriga maskiner (SNI 46.6)",115.7
"2022M01","Partihandel med övriga maskiner (SNI 46.6)",112.9
"2022M02","Partihandel med övriga maskiner (SNI 46.6)",113.5
"2022M03","Partihandel med övriga maskiner (SNI 46.6)",107.6
"2022M04","Partihandel med övriga maskiner (SNI 46.6)",108.9
"2022M05","Partihandel med övriga maskiner (SNI 46.6)",109
"2022M06","Partihandel med övriga maskiner (SNI 46.6)",105.3
"2022M07","Partihandel med övriga maskiner (SNI 46.6)",106.8
"2022M08","Partihandel med övriga maskiner (SNI 46.6)",104
"2022M09","Partihandel med övriga maskiner (SNI 46.6)",105.4
"2022M10","Partihandel med övriga maskiner (SNI 46.6)",99.1
"2022M11","Partihandel med övriga maskiner (SNI 46.6)",97.5
"2022M12","Partihandel med övriga maskiner (SNI 46.6)",98.6
"2023M01","Partihandel med övriga maskiner (SNI 46.6)",96.1
"2023M02","Partihandel med övriga maskiner (SNI 46.6)",93.9
"2023M03","Partihandel med övriga maskiner (SNI 46.6)",93.5
"2023M04","Partihandel med övriga maskiner (SNI 46.6)",92.9
"2023M05","Partihandel med övriga maskiner (SNI 46.6)",89.9
"2023M06","Partihandel med övriga maskiner (SNI 46.6)",88.8
"2023M07","Partihandel med övriga maskiner (SNI 46.6)",85.9
"2023M08","Partihandel med övriga maskiner (SNI 46.6)",86.8
"2023M09","Partihandel med övriga maskiner (SNI 46.6)",86.5
"2023M10","Partihandel med övriga maskiner (SNI 46.6)",86.5
"2023M11","Partihandel med övriga maskiner (SNI 46.6)",83.5
"2023M12","Partihandel med övriga maskiner (SNI 46.6)",83.2
"2024M01","Partihandel med övriga maskiner (SNI 46.6)",86
"2024M02","Partihandel med övriga maskiner (SNI 46.6)",83.3
"2024M03","Partihandel med övriga maskiner (SNI 46.6)",86.3
"2024M04","Partihandel med övriga maskiner (SNI 46.6)",90.4
"2024M05","Partihandel med övriga maskiner (SNI 46.6)",86.8
"2024M06","Partihandel med övriga maskiner (SNI 46.6)",94.7
"2024M07","Partihandel med övriga maskiner (SNI 46.6)",94.5
"2024M08","Partihandel med övriga maskiner (SNI 46.6)",92.5
"2024M09","Partihandel med övriga maskiner (SNI 46.6)",91.6
"2024M10","Partihandel med övriga maskiner (SNI 46.6)",90.4
"2024M11","Partihandel med övriga maskiner (SNI 46.6)",93.1
"2024M12","Partihandel med övriga maskiner (SNI 46.6)",95.1
"2025M01","Partihandel med övriga maskiner (SNI 46.6)",91.2
"2025M02","Partihandel med övriga maskiner (SNI 46.6)",95.3
"2025M03","Partihandel med övriga maskiner (SNI 46.6)",95.7
"1996M01","Annan partihandel (SNI 46.7)",NA
"1996M02","Annan partihandel (SNI 46.7)",NA
"1996M03","Annan partihandel (SNI 46.7)",NA
"1996M04","Annan partihandel (SNI 46.7)",NA
"1996M05","Annan partihandel (SNI 46.7)",NA
"1996M06","Annan partihandel (SNI 46.7)",NA
"1996M07","Annan partihandel (SNI 46.7)",NA
"1996M08","Annan partihandel (SNI 46.7)",NA
"1996M09","Annan partihandel (SNI 46.7)",NA
"1996M10","Annan partihandel (SNI 46.7)",NA
"1996M11","Annan partihandel (SNI 46.7)",NA
"1996M12","Annan partihandel (SNI 46.7)",NA
"1997M01","Annan partihandel (SNI 46.7)",NA
"1997M02","Annan partihandel (SNI 46.7)",NA
"1997M03","Annan partihandel (SNI 46.7)",NA
"1997M04","Annan partihandel (SNI 46.7)",NA
"1997M05","Annan partihandel (SNI 46.7)",NA
"1997M06","Annan partihandel (SNI 46.7)",NA
"1997M07","Annan partihandel (SNI 46.7)",NA
"1997M08","Annan partihandel (SNI 46.7)",NA
"1997M09","Annan partihandel (SNI 46.7)",NA
"1997M10","Annan partihandel (SNI 46.7)",NA
"1997M11","Annan partihandel (SNI 46.7)",NA
"1997M12","Annan partihandel (SNI 46.7)",NA
"1998M01","Annan partihandel (SNI 46.7)",NA
"1998M02","Annan partihandel (SNI 46.7)",NA
"1998M03","Annan partihandel (SNI 46.7)",NA
"1998M04","Annan partihandel (SNI 46.7)",NA
"1998M05","Annan partihandel (SNI 46.7)",NA
"1998M06","Annan partihandel (SNI 46.7)",NA
"1998M07","Annan partihandel (SNI 46.7)",NA
"1998M08","Annan partihandel (SNI 46.7)",NA
"1998M09","Annan partihandel (SNI 46.7)",NA
"1998M10","Annan partihandel (SNI 46.7)",NA
"1998M11","Annan partihandel (SNI 46.7)",NA
"1998M12","Annan partihandel (SNI 46.7)",NA
"1999M01","Annan partihandel (SNI 46.7)",NA
"1999M02","Annan partihandel (SNI 46.7)",NA
"1999M03","Annan partihandel (SNI 46.7)",NA
"1999M04","Annan partihandel (SNI 46.7)",NA
"1999M05","Annan partihandel (SNI 46.7)",NA
"1999M06","Annan partihandel (SNI 46.7)",NA
"1999M07","Annan partihandel (SNI 46.7)",NA
"1999M08","Annan partihandel (SNI 46.7)",NA
"1999M09","Annan partihandel (SNI 46.7)",NA
"1999M10","Annan partihandel (SNI 46.7)",NA
"1999M11","Annan partihandel (SNI 46.7)",NA
"1999M12","Annan partihandel (SNI 46.7)",NA
"2000M01","Annan partihandel (SNI 46.7)",NA
"2000M02","Annan partihandel (SNI 46.7)",NA
"2000M03","Annan partihandel (SNI 46.7)",NA
"2000M04","Annan partihandel (SNI 46.7)",NA
"2000M05","Annan partihandel (SNI 46.7)",NA
"2000M06","Annan partihandel (SNI 46.7)",NA
"2000M07","Annan partihandel (SNI 46.7)",NA
"2000M08","Annan partihandel (SNI 46.7)",NA
"2000M09","Annan partihandel (SNI 46.7)",NA
"2000M10","Annan partihandel (SNI 46.7)",NA
"2000M11","Annan partihandel (SNI 46.7)",NA
"2000M12","Annan partihandel (SNI 46.7)",NA
"2001M01","Annan partihandel (SNI 46.7)",NA
"2001M02","Annan partihandel (SNI 46.7)",NA
"2001M03","Annan partihandel (SNI 46.7)",NA
"2001M04","Annan partihandel (SNI 46.7)",NA
"2001M05","Annan partihandel (SNI 46.7)",NA
"2001M06","Annan partihandel (SNI 46.7)",NA
"2001M07","Annan partihandel (SNI 46.7)",NA
"2001M08","Annan partihandel (SNI 46.7)",NA
"2001M09","Annan partihandel (SNI 46.7)",NA
"2001M10","Annan partihandel (SNI 46.7)",NA
"2001M11","Annan partihandel (SNI 46.7)",NA
"2001M12","Annan partihandel (SNI 46.7)",NA
"2002M01","Annan partihandel (SNI 46.7)",NA
"2002M02","Annan partihandel (SNI 46.7)",NA
"2002M03","Annan partihandel (SNI 46.7)",NA
"2002M04","Annan partihandel (SNI 46.7)",NA
"2002M05","Annan partihandel (SNI 46.7)",NA
"2002M06","Annan partihandel (SNI 46.7)",NA
"2002M07","Annan partihandel (SNI 46.7)",NA
"2002M08","Annan partihandel (SNI 46.7)",NA
"2002M09","Annan partihandel (SNI 46.7)",NA
"2002M10","Annan partihandel (SNI 46.7)",NA
"2002M11","Annan partihandel (SNI 46.7)",NA
"2002M12","Annan partihandel (SNI 46.7)",NA
"2003M01","Annan partihandel (SNI 46.7)",NA
"2003M02","Annan partihandel (SNI 46.7)",NA
"2003M03","Annan partihandel (SNI 46.7)",NA
"2003M04","Annan partihandel (SNI 46.7)",NA
"2003M05","Annan partihandel (SNI 46.7)",NA
"2003M06","Annan partihandel (SNI 46.7)",NA
"2003M07","Annan partihandel (SNI 46.7)",NA
"2003M08","Annan partihandel (SNI 46.7)",NA
"2003M09","Annan partihandel (SNI 46.7)",NA
"2003M10","Annan partihandel (SNI 46.7)",NA
"2003M11","Annan partihandel (SNI 46.7)",NA
"2003M12","Annan partihandel (SNI 46.7)",NA
"2004M01","Annan partihandel (SNI 46.7)",NA
"2004M02","Annan partihandel (SNI 46.7)",NA
"2004M03","Annan partihandel (SNI 46.7)",NA
"2004M04","Annan partihandel (SNI 46.7)",NA
"2004M05","Annan partihandel (SNI 46.7)",NA
"2004M06","Annan partihandel (SNI 46.7)",NA
"2004M07","Annan partihandel (SNI 46.7)",NA
"2004M08","Annan partihandel (SNI 46.7)",NA
"2004M09","Annan partihandel (SNI 46.7)",NA
"2004M10","Annan partihandel (SNI 46.7)",NA
"2004M11","Annan partihandel (SNI 46.7)",NA
"2004M12","Annan partihandel (SNI 46.7)",NA
"2005M01","Annan partihandel (SNI 46.7)",NA
"2005M02","Annan partihandel (SNI 46.7)",NA
"2005M03","Annan partihandel (SNI 46.7)",NA
"2005M04","Annan partihandel (SNI 46.7)",NA
"2005M05","Annan partihandel (SNI 46.7)",NA
"2005M06","Annan partihandel (SNI 46.7)",NA
"2005M07","Annan partihandel (SNI 46.7)",NA
"2005M08","Annan partihandel (SNI 46.7)",NA
"2005M09","Annan partihandel (SNI 46.7)",NA
"2005M10","Annan partihandel (SNI 46.7)",NA
"2005M11","Annan partihandel (SNI 46.7)",NA
"2005M12","Annan partihandel (SNI 46.7)",NA
"2006M01","Annan partihandel (SNI 46.7)",NA
"2006M02","Annan partihandel (SNI 46.7)",NA
"2006M03","Annan partihandel (SNI 46.7)",NA
"2006M04","Annan partihandel (SNI 46.7)",NA
"2006M05","Annan partihandel (SNI 46.7)",NA
"2006M06","Annan partihandel (SNI 46.7)",NA
"2006M07","Annan partihandel (SNI 46.7)",NA
"2006M08","Annan partihandel (SNI 46.7)",NA
"2006M09","Annan partihandel (SNI 46.7)",NA
"2006M10","Annan partihandel (SNI 46.7)",NA
"2006M11","Annan partihandel (SNI 46.7)",NA
"2006M12","Annan partihandel (SNI 46.7)",NA
"2007M01","Annan partihandel (SNI 46.7)",NA
"2007M02","Annan partihandel (SNI 46.7)",NA
"2007M03","Annan partihandel (SNI 46.7)",NA
"2007M04","Annan partihandel (SNI 46.7)",NA
"2007M05","Annan partihandel (SNI 46.7)",NA
"2007M06","Annan partihandel (SNI 46.7)",NA
"2007M07","Annan partihandel (SNI 46.7)",NA
"2007M08","Annan partihandel (SNI 46.7)",NA
"2007M09","Annan partihandel (SNI 46.7)",NA
"2007M10","Annan partihandel (SNI 46.7)",NA
"2007M11","Annan partihandel (SNI 46.7)",NA
"2007M12","Annan partihandel (SNI 46.7)",NA
"2008M01","Annan partihandel (SNI 46.7)",NA
"2008M02","Annan partihandel (SNI 46.7)",NA
"2008M03","Annan partihandel (SNI 46.7)",NA
"2008M04","Annan partihandel (SNI 46.7)",NA
"2008M05","Annan partihandel (SNI 46.7)",NA
"2008M06","Annan partihandel (SNI 46.7)",NA
"2008M07","Annan partihandel (SNI 46.7)",NA
"2008M08","Annan partihandel (SNI 46.7)",NA
"2008M09","Annan partihandel (SNI 46.7)",NA
"2008M10","Annan partihandel (SNI 46.7)",NA
"2008M11","Annan partihandel (SNI 46.7)",NA
"2008M12","Annan partihandel (SNI 46.7)",NA
"2009M01","Annan partihandel (SNI 46.7)",NA
"2009M02","Annan partihandel (SNI 46.7)",NA
"2009M03","Annan partihandel (SNI 46.7)",NA
"2009M04","Annan partihandel (SNI 46.7)",NA
"2009M05","Annan partihandel (SNI 46.7)",NA
"2009M06","Annan partihandel (SNI 46.7)",NA
"2009M07","Annan partihandel (SNI 46.7)",NA
"2009M08","Annan partihandel (SNI 46.7)",NA
"2009M09","Annan partihandel (SNI 46.7)",NA
"2009M10","Annan partihandel (SNI 46.7)",NA
"2009M11","Annan partihandel (SNI 46.7)",NA
"2009M12","Annan partihandel (SNI 46.7)",NA
"2010M01","Annan partihandel (SNI 46.7)",NA
"2010M02","Annan partihandel (SNI 46.7)",NA
"2010M03","Annan partihandel (SNI 46.7)",NA
"2010M04","Annan partihandel (SNI 46.7)",NA
"2010M05","Annan partihandel (SNI 46.7)",108.4
"2010M06","Annan partihandel (SNI 46.7)",104
"2010M07","Annan partihandel (SNI 46.7)",107.1
"2010M08","Annan partihandel (SNI 46.7)",107.4
"2010M09","Annan partihandel (SNI 46.7)",107.9
"2010M10","Annan partihandel (SNI 46.7)",107.6
"2010M11","Annan partihandel (SNI 46.7)",108.5
"2010M12","Annan partihandel (SNI 46.7)",113.1
"2011M01","Annan partihandel (SNI 46.7)",109
"2011M02","Annan partihandel (SNI 46.7)",107.6
"2011M03","Annan partihandel (SNI 46.7)",104.6
"2011M04","Annan partihandel (SNI 46.7)",106.3
"2011M05","Annan partihandel (SNI 46.7)",108.5
"2011M06","Annan partihandel (SNI 46.7)",101.2
"2011M07","Annan partihandel (SNI 46.7)",103.5
"2011M08","Annan partihandel (SNI 46.7)",100.6
"2011M09","Annan partihandel (SNI 46.7)",101.4
